Overriding config with config/train_tinystories.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-experiment3_heads-n_head_16'
eval_interval = 250
eval_iters = 200
log_interval = 10

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'experiment3_heads_n_head_16'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model :)
n_layer = 6
n_head = 16
n_embd = 256
dropout = 0.0

learning_rate = 0.001
max_iters = 5000
lr_decay_iters = 5000
min_lr = 0.0001
beta2 = 0.99

warmup_iters = 100

device = 'cuda:1'

tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 4.78M
num decayed parameter tensors: 26, with 4,842,496 parameters
iter 660: loss 0.9786, time 4.31ms, mfu 37.85%
iter 670: loss 0.9902, time 4.60ms, mfu 37.88%
iter 680: loss 0.9591, time 4.43ms, mfu 38.05%
iter 690: loss 1.0288, time 4.37ms, mfu 38.25%
iter 700: loss 0.9610, time 4.35ms, mfu 38.46%
iter 710: loss 0.9485, time 4.70ms, mfu 38.35%
iter 720: loss 0.9836, time 4.61ms, mfu 38.31%
iter 730: loss 0.9070, time 4.46ms, mfu 38.41%
iter 740: loss 0.9604, time 4.48ms, mfu 38.48%
step 750: train loss 0.9451, val loss 0.9438
saving checkpoint to out-experiment3_heads-n_head_16
iter 750: loss 0.9613, time 1842.17ms, mfu 34.64%
iter 760: loss 0.9524, time 4.75ms, mfu 34.87%
iter 770: loss 0.9218, time 4.72ms, mfu 35.10%
iter 780: loss 0.9403, time 4.69ms, mfu 35.33%
iter 790: loss 0.9078, time 4.32ms, mfu 35.86%
iter 800: loss 0.9246, time 4.33ms, mfu 36.32%
iter 810: loss 0.9269, time 4.62ms, mfu 36.48%
iter 820: loss 0.8855, time 4.59ms, mfu 36.65%
iter 830: loss 0.9703, time 4.61ms, mfu 36.79%
iter 840: loss 0.9544, time 4.71ms, mfu 36.84%
iter 850: loss 0.9192, time 4.71ms, mfu 36.88%
iter 860: loss 0.9287, time 4.32ms, mfu 37.25%
iter 870: loss 0.9286, time 4.65ms, mfu 37.30%
iter 880: loss 0.8541, time 4.33ms, mfu 37.62%
iter 890: loss 0.8729, time 4.40ms, mfu 37.84%
iter 900: loss 0.9175, time 4.33ms, mfu 38.11%
iter 910: loss 0.8638, time 4.48ms, mfu 38.21%
iter 920: loss 0.9152, time 4.64ms, mfu 38.17%
iter 930: loss 0.9043, time 4.40ms, mfu 38.34%
iter 940: loss 0.8723, time 4.57ms, mfu 38.34%
iter 950: loss 0.8638, time 4.32ms, mfu 38.56%
iter 960: loss 0.9021, time 4.56ms, mfu 38.56%
iter 970: loss 0.8316, time 4.62ms, mfu 38.50%
iter 980: loss 0.8733, time 4.34ms, mfu 38.69%
iter 990: loss 0.8916, time 4.57ms, mfu 38.66%
step 1000: train loss 0.8604, val loss 0.8590
saving checkpoint to out-experiment3_heads-n_head_16
iter 1000: loss 0.8309, time 1850.21ms, mfu 34.81%
iter 1010: loss 0.8353, time 4.68ms, mfu 35.07%
iter 1020: loss 0.8949, time 4.82ms, mfu 35.21%
iter 1030: loss 0.7927, time 4.72ms, mfu 35.40%
iter 1040: loss 0.8525, time 4.61ms, mfu 35.67%
iter 1050: loss 0.8403, time 4.61ms, mfu 35.90%
iter 1060: loss 0.8218, time 4.72ms, mfu 36.03%
iter 1070: loss 0.8534, time 4.37ms, mfu 36.44%
iter 1080: loss 0.8609, time 4.47ms, mfu 36.72%
iter 1090: loss 0.8947, time 4.65ms, mfu 36.82%
iter 1100: loss 0.8349, time 4.39ms, mfu 37.13%
iter 1110: loss 0.7950, time 4.44ms, mfu 37.37%
iter 1120: loss 0.8633, time 4.60ms, mfu 37.44%
iter 1130: loss 0.8505, time 4.68ms, mfu 37.45%
iter 1140: loss 0.8398, time 4.62ms, mfu 37.50%
iter 1150: loss 0.8144, time 4.38ms, mfu 37.76%
iter 1160: loss 0.8233, time 4.39ms, mfu 37.98%
iter 1170: loss 0.8194, time 4.63ms, mfu 37.97%
iter 1180: loss 0.8219, time 4.35ms, mfu 38.20%
iter 1190: loss 0.8244, time 4.38ms, mfu 38.39%
iter 1200: loss 0.8376, time 4.66ms, mfu 38.32%
iter 1210: loss 0.8249, time 4.60ms, mfu 38.29%
iter 1220: loss 0.7916, time 4.58ms, mfu 38.30%
iter 1230: loss 0.8169, time 4.60ms, mfu 38.28%
iter 1240: loss 0.8101, time 4.74ms, mfu 38.15%
step 1250: train loss 0.8099, val loss 0.8072
saving checkpoint to out-experiment3_heads-n_head_16
iter 1250: loss 0.8374, time 1841.00ms, mfu 34.35%
iter 1260: loss 0.7934, time 4.65ms, mfu 34.68%
iter 1270: loss 0.7895, time 4.65ms, mfu 34.99%
iter 1280: loss 0.8159, time 4.53ms, mfu 35.36%
iter 1290: loss 0.7915, time 4.52ms, mfu 35.70%
iter 1300: loss 0.8013, time 4.53ms, mfu 36.01%
iter 1310: loss 0.7768, time 4.67ms, mfu 36.16%
iter 1320: loss 0.8022, time 4.61ms, mfu 36.35%
iter 1330: loss 0.8131, time 4.58ms, mfu 36.54%
iter 1340: loss 0.8049, time 4.71ms, mfu 36.62%
iter 1350: loss 0.7841, time 4.62ms, mfu 36.75%
iter 1360: loss 0.8107, time 4.34ms, mfu 37.12%
iter 1370: loss 0.7606, time 4.62ms, mfu 37.20%
iter 1380: loss 0.7675, time 4.49ms, mfu 37.39%
iter 1390: loss 0.8028, time 4.36ms, mfu 37.68%
iter 1400: loss 0.7713, time 4.47ms, mfu 37.83%
iter 1410: loss 0.7650, time 4.48ms, mfu 37.96%
iter 1420: loss 0.7323, time 4.62ms, mfu 37.96%
iter 1430: loss 0.7807, time 4.57ms, mfu 38.00%
iter 1440: loss 0.7861, time 4.60ms, mfu 38.01%
iter 1450: loss 0.7501, time 4.71ms, mfu 37.93%
iter 1460: loss 0.7485, time 4.40ms, mfu 38.13%
iter 1470: loss 0.7656, time 4.65ms, mfu 38.09%
iter 1480: loss 0.7689, time 4.68ms, mfu 38.03%
iter 1490: loss 0.7547, time 4.55ms, mfu 38.08%
step 1500: train loss 0.7683, val loss 0.7675
saving checkpoint to out-experiment3_heads-n_head_16
iter 1500: loss 0.7841, time 1835.21ms, mfu 34.28%
iter 1510: loss 0.7526, time 4.76ms, mfu 34.54%
iter 1520: loss 0.7991, time 4.54ms, mfu 34.95%
iter 1530: loss 0.7761, time 4.44ms, mfu 35.40%
iter 1540: loss 0.7715, time 4.35ms, mfu 35.89%
iter 1550: loss 0.8024, time 4.64ms, mfu 36.09%
iter 1560: loss 0.7519, time 4.34ms, mfu 36.52%
iter 1570: loss 0.7708, time 4.37ms, mfu 36.88%
iter 1580: loss 0.7566, time 4.62ms, mfu 36.98%
iter 1590: loss 0.7566, time 4.68ms, mfu 37.03%
iter 1600: loss 0.7486, time 4.54ms, mfu 37.19%
iter 1610: loss 0.7497, time 4.70ms, mfu 37.21%
iter 1620: loss 0.7775, time 4.67ms, mfu 37.24%
iter 1630: loss 0.7438, time 4.62ms, mfu 37.31%
iter 1640: loss 0.7529, time 4.53ms, mfu 37.45%
iter 1650: loss 0.7247, time 4.30ms, mfu 37.78%
iter 1660: loss 0.7384, time 4.68ms, mfu 37.75%
iter 1670: loss 0.7413, time 4.37ms, mfu 37.99%
iter 1680: loss 0.7236, time 4.37ms, mfu 38.20%
iter 1690: loss 0.7865, time 4.66ms, mfu 38.15%
iter 1700: loss 0.7659, time 4.70ms, mfu 38.06%
iter 1710: loss 0.7262, time 4.60ms, mfu 38.06%
iter 1720: loss 0.7513, time 4.61ms, mfu 38.07%
iter 1730: loss 0.6871, time 4.64ms, mfu 38.04%
iter 1740: loss 0.7618, time 4.34ms, mfu 38.28%
step 1750: train loss 0.7391, val loss 0.7406
saving checkpoint to out-experiment3_heads-n_head_16
iter 1750: loss 0.7340, time 1821.64ms, mfu 34.46%
iter 1760: loss 0.7180, time 4.74ms, mfu 34.72%
iter 1770: loss 0.7371, time 4.64ms, mfu 35.02%
iter 1780: loss 0.7561, time 4.60ms, mfu 35.33%
iter 1790: loss 0.7497, time 4.59ms, mfu 35.62%
iter 1800: loss 0.7205, time 4.68ms, mfu 35.81%
iter 1810: loss 0.7408, time 4.46ms, mfu 36.16%
iter 1820: loss 0.7389, time 4.57ms, mfu 36.38%
iter 1830: loss 0.7450, time 4.85ms, mfu 36.36%
iter 1840: loss 0.7266, time 4.62ms, mfu 36.52%
iter 1850: loss 0.7425, time 4.64ms, mfu 36.64%
iter 1860: loss 0.7353, time 4.55ms, mfu 36.83%
iter 1870: loss 0.7601, time 4.53ms, mfu 37.02%
iter 1880: loss 0.6992, time 4.87ms, mfu 36.92%
iter 1890: loss 0.7445, time 4.60ms, mfu 37.04%
iter 1900: loss 0.6851, time 4.64ms, mfu 37.12%
iter 1910: loss 0.7290, time 4.62ms, mfu 37.20%
iter 1920: loss 0.7358, time 4.52ms, mfu 37.37%
iter 1930: loss 0.7407, time 4.57ms, mfu 37.47%
iter 1940: loss 0.7071, time 4.69ms, mfu 37.46%
iter 1950: loss 0.7342, time 4.55ms, mfu 37.57%
iter 1960: loss 0.7311, time 4.60ms, mfu 37.63%
iter 1970: loss 0.7066, time 4.61ms, mfu 37.66%
iter 1980: loss 0.7384, time 4.55ms, mfu 37.76%
iter 1990: loss 0.7300, time 4.40ms, mfu 37.97%
step 2000: train loss 0.7188, val loss 0.7165
saving checkpoint to out-experiment3_heads-n_head_16
iter 2000: loss 0.6997, time 1846.18ms, mfu 34.18%
iter 2010: loss 0.7192, time 4.58ms, mfu 34.60%
iter 2020: loss 0.6753, time 4.50ms, mfu 35.04%
iter 2030: loss 0.7342, time 4.53ms, mfu 35.41%
iter 2040: loss 0.7266, time 4.67ms, mfu 35.62%
iter 2050: loss 0.6611, time 4.47ms, mfu 35.98%
iter 2060: loss 0.7410, time 4.63ms, mfu 36.17%
iter 2070: loss 0.6737, time 4.36ms, mfu 36.58%
iter 2080: loss 0.7158, time 4.51ms, mfu 36.81%
iter 2090: loss 0.6760, time 4.45ms, mfu 37.07%
iter 2100: loss 0.6796, time 4.42ms, mfu 37.33%
iter 2110: loss 0.7078, time 4.73ms, mfu 37.30%
iter 2120: loss 0.7153, time 4.70ms, mfu 37.30%
iter 2130: loss 0.7356, time 4.42ms, mfu 37.54%
iter 2140: loss 0.7195, time 4.65ms, mfu 37.56%
iter 2150: loss 0.7254, time 4.74ms, mfu 37.50%
iter 2160: loss 0.7357, time 4.29ms, mfu 37.84%
iter 2170: loss 0.7113, time 4.65ms, mfu 37.83%
iter 2180: loss 0.6893, time 4.59ms, mfu 37.87%
iter 2190: loss 0.6978, time 4.87ms, mfu 37.68%
iter 2200: loss 0.6923, time 4.62ms, mfu 37.71%
iter 2210: loss 0.7104, time 4.72ms, mfu 37.66%
iter 2220: loss 0.7033, time 4.27ms, mfu 38.00%
iter 2230: loss 0.6788, time 4.52ms, mfu 38.07%
iter 2240: loss 0.6803, time 4.51ms, mfu 38.15%
step 2250: train loss 0.6968, val loss 0.6950
saving checkpoint to out-experiment3_heads-n_head_16
iter 2250: loss 0.6600, time 1837.09ms, mfu 34.35%
iter 2260: loss 0.7260, time 4.75ms, mfu 34.61%
iter 2270: loss 0.6878, time 4.34ms, mfu 35.19%
iter 2280: loss 0.7164, time 4.36ms, mfu 35.70%
iter 2290: loss 0.6800, time 4.56ms, mfu 35.97%
iter 2300: loss 0.7021, time 4.31ms, mfu 36.45%
iter 2310: loss 0.7277, time 4.63ms, mfu 36.60%
iter 2320: loss 0.7202, time 4.98ms, mfu 36.46%
iter 2330: loss 0.6896, time 4.56ms, mfu 36.66%
iter 2340: loss 0.6953, time 4.49ms, mfu 36.90%
iter 2350: loss 0.7474, time 4.47ms, mfu 37.13%
iter 2360: loss 0.7157, time 4.54ms, mfu 37.28%
iter 2370: loss 0.7291, time 4.34ms, mfu 37.59%
iter 2380: loss 0.6733, time 4.38ms, mfu 37.83%
iter 2390: loss 0.6767, time 4.60ms, mfu 37.86%
iter 2400: loss 0.7018, time 4.58ms, mfu 37.91%
iter 2410: loss 0.7275, time 4.33ms, mfu 38.17%
iter 2420: loss 0.6601, time 4.97ms, mfu 37.88%
iter 2430: loss 0.7093, time 4.67ms, mfu 37.85%
iter 2440: loss 0.6644, time 4.58ms, mfu 37.89%
iter 2450: loss 0.6942, time 4.76ms, mfu 37.78%
iter 2460: loss 0.6762, time 4.60ms, mfu 37.81%
iter 2470: loss 0.6786, time 4.69ms, mfu 37.77%
iter 2480: loss 0.6990, time 4.56ms, mfu 37.84%
iter 2490: loss 0.6828, time 4.55ms, mfu 37.91%
step 2500: train loss 0.6829, val loss 0.6860
saving checkpoint to out-experiment3_heads-n_head_16
iter 2500: loss 0.6630, time 1840.00ms, mfu 34.13%
iter 2510: loss 0.6815, time 4.49ms, mfu 34.62%
iter 2520: loss 0.6907, time 4.60ms, mfu 34.98%
iter 2530: loss 0.6947, time 4.26ms, mfu 35.60%
iter 2540: loss 0.6782, time 4.43ms, mfu 36.00%
iter 2550: loss 0.6829, time 4.51ms, mfu 36.28%
iter 2560: loss 0.6789, time 4.51ms, mfu 36.54%
iter 2570: loss 0.6727, time 4.53ms, mfu 36.76%
iter 2580: loss 0.6810, time 4.73ms, mfu 36.79%
iter 2590: loss 0.7234, time 4.53ms, mfu 36.98%
iter 2600: loss 0.6752, time 4.63ms, mfu 37.07%
iter 2610: loss 0.6654, time 4.55ms, mfu 37.22%
iter 2620: loss 0.6896, time 4.62ms, mfu 37.29%
iter 2630: loss 0.6448, time 4.58ms, mfu 37.39%
iter 2640: loss 0.7012, time 4.77ms, mfu 37.33%
iter 2650: loss 0.6849, time 4.30ms, mfu 37.68%
iter 2660: loss 0.6743, time 4.84ms, mfu 37.54%
iter 2670: loss 0.6841, time 4.63ms, mfu 37.57%
iter 2680: loss 0.6775, time 4.30ms, mfu 37.89%
iter 2690: loss 0.6504, time 4.51ms, mfu 37.99%
iter 2700: loss 0.7100, time 4.72ms, mfu 37.91%
iter 2710: loss 0.6636, time 4.59ms, mfu 37.94%
iter 2720: loss 0.7028, time 4.59ms, mfu 37.96%
iter 2730: loss 0.7003, time 4.53ms, mfu 38.04%
iter 2740: loss 0.6458, time 4.64ms, mfu 38.02%
step 2750: train loss 0.6693, val loss 0.6678
saving checkpoint to out-experiment3_heads-n_head_16
iter 2750: loss 0.6686, time 1828.46ms, mfu 34.22%
iter 2760: loss 0.6852, time 4.37ms, mfu 34.81%
iter 2770: loss 0.6749, time 4.44ms, mfu 35.28%
iter 2780: loss 0.6652, time 4.94ms, mfu 35.30%
iter 2790: loss 0.6137, time 4.63ms, mfu 35.56%
iter 2800: loss 0.6790, time 4.28ms, mfu 36.11%
iter 2810: loss 0.6439, time 4.58ms, mfu 36.32%
iter 2820: loss 0.6654, time 4.60ms, mfu 36.51%
iter 2830: loss 0.6710, time 4.48ms, mfu 36.77%
iter 2840: loss 0.6616, time 4.35ms, mfu 37.12%
iter 2850: loss 0.6575, time 4.55ms, mfu 37.26%
iter 2860: loss 0.6277, time 4.26ms, mfu 37.65%
iter 2870: loss 0.6688, time 4.29ms, mfu 37.97%
iter 2880: loss 0.6266, time 4.59ms, mfu 38.00%
iter 2890: loss 0.6347, time 4.36ms, mfu 38.22%
iter 2900: loss 0.6506, time 4.53ms, mfu 38.27%
iter 2910: loss 0.6490, time 4.56ms, mfu 38.29%
iter 2920: loss 0.6614, time 4.32ms, mfu 38.52%
iter 2930: loss 0.6933, time 4.81ms, mfu 38.32%
iter 2940: loss 0.6458, time 4.61ms, mfu 38.29%
iter 2950: loss 0.6659, time 4.50ms, mfu 38.36%
iter 2960: loss 0.6554, time 4.44ms, mfu 38.47%
iter 2970: loss 0.6723, time 4.44ms, mfu 38.57%
iter 2980: loss 0.6268, time 4.36ms, mfu 38.73%
iter 2990: loss 0.6706, time 4.51ms, mfu 38.75%
step 3000: train loss 0.6558, val loss 0.6569
saving checkpoint to out-experiment3_heads-n_head_16
iter 3000: loss 0.6361, time 1857.03ms, mfu 34.88%
iter 3010: loss 0.6903, time 4.80ms, mfu 35.05%
iter 3020: loss 0.6217, time 4.33ms, mfu 35.59%
iter 3030: loss 0.6324, time 4.57ms, mfu 35.87%
iter 3040: loss 0.6347, time 4.56ms, mfu 36.13%
iter 3050: loss 0.6525, time 4.42ms, mfu 36.49%
iter 3060: loss 0.6852, time 4.30ms, mfu 36.92%
iter 3070: loss 0.6860, time 4.59ms, mfu 37.05%
iter 3080: loss 0.6670, time 4.32ms, mfu 37.41%
iter 3090: loss 0.6272, time 4.38ms, mfu 37.68%
iter 3100: loss 0.6601, time 4.48ms, mfu 37.82%
iter 3110: loss 0.6428, time 4.77ms, mfu 37.71%
iter 3120: loss 0.6460, time 4.72ms, mfu 37.66%
iter 3130: loss 0.6712, time 4.69ms, mfu 37.63%
iter 3140: loss 0.6275, time 4.46ms, mfu 37.81%
iter 3150: loss 0.6607, time 4.69ms, mfu 37.76%
iter 3160: loss 0.6512, time 4.77ms, mfu 37.66%
iter 3170: loss 0.6393, time 4.45ms, mfu 37.83%
iter 3180: loss 0.6819, time 4.51ms, mfu 37.94%
iter 3190: loss 0.6258, time 4.73ms, mfu 37.86%
iter 3200: loss 0.6469, time 4.68ms, mfu 37.82%
iter 3210: loss 0.6626, time 4.45ms, mfu 37.98%
iter 3220: loss 0.6453, time 4.81ms, mfu 37.83%
iter 3230: loss 0.6334, time 4.80ms, mfu 37.69%
iter 3240: loss 0.6760, time 4.42ms, mfu 37.90%
step 3250: train loss 0.6455, val loss 0.6481
saving checkpoint to out-experiment3_heads-n_head_16
iter 3250: loss 0.6780, time 1847.98ms, mfu 34.12%
iter 3260: loss 0.6460, time 4.79ms, mfu 34.37%
iter 3270: loss 0.6356, time 4.42ms, mfu 34.90%
iter 3280: loss 0.6125, time 4.37ms, mfu 35.42%
iter 3290: loss 0.6327, time 4.59ms, mfu 35.70%
iter 3300: loss 0.6463, time 4.67ms, mfu 35.89%
iter 3310: loss 0.6727, time 4.34ms, mfu 36.34%
iter 3320: loss 0.6670, time 4.67ms, mfu 36.46%
iter 3330: loss 0.6398, time 4.54ms, mfu 36.68%
iter 3340: loss 0.6502, time 4.62ms, mfu 36.81%
iter 3350: loss 0.6065, time 4.29ms, mfu 37.22%
iter 3360: loss 0.6429, time 4.60ms, mfu 37.31%
iter 3370: loss 0.6648, time 4.30ms, mfu 37.66%
iter 3380: loss 0.6293, time 4.34ms, mfu 37.94%
iter 3390: loss 0.6317, time 4.58ms, mfu 37.97%
iter 3400: loss 0.6623, time 4.56ms, mfu 38.02%
iter 3410: loss 0.6456, time 4.67ms, mfu 37.97%
iter 3420: loss 0.6474, time 4.58ms, mfu 38.01%
iter 3430: loss 0.6266, time 4.80ms, mfu 37.86%
iter 3440: loss 0.6337, time 4.51ms, mfu 37.97%
iter 3450: loss 0.6184, time 4.33ms, mfu 38.23%
iter 3460: loss 0.6193, time 4.56ms, mfu 38.25%
iter 3470: loss 0.6226, time 4.67ms, mfu 38.18%
iter 3480: loss 0.6458, time 4.61ms, mfu 38.16%
iter 3490: loss 0.6221, time 4.52ms, mfu 38.23%
step 3500: train loss 0.6341, val loss 0.6383
saving checkpoint to out-experiment3_heads-n_head_16
iter 3500: loss 0.6189, time 1853.58ms, mfu 34.41%
iter 3510: loss 0.6681, time 4.57ms, mfu 34.81%
iter 3520: loss 0.6330, time 4.50ms, mfu 35.23%
iter 3530: loss 0.6733, time 4.62ms, mfu 35.50%
iter 3540: loss 0.6193, time 4.38ms, mfu 35.95%
iter 3550: loss 0.6295, time 4.54ms, mfu 36.22%
iter 3560: loss 0.6239, time 4.44ms, mfu 36.55%
iter 3570: loss 0.6537, time 4.58ms, mfu 36.72%
iter 3580: loss 0.6540, time 4.65ms, mfu 36.82%
iter 3590: loss 0.5993, time 4.41ms, mfu 37.11%
iter 3600: loss 0.6255, time 4.33ms, mfu 37.46%
iter 3610: loss 0.6227, time 4.58ms, mfu 37.54%
iter 3620: loss 0.6188, time 4.39ms, mfu 37.77%
iter 3630: loss 0.6344, time 4.28ms, mfu 38.10%
iter 3640: loss 0.6505, time 4.85ms, mfu 37.91%
iter 3650: loss 0.6073, time 4.73ms, mfu 37.82%
iter 3660: loss 0.6327, time 4.38ms, mfu 38.04%
iter 3670: loss 0.6375, time 4.51ms, mfu 38.13%
iter 3680: loss 0.6304, time 4.40ms, mfu 38.30%
iter 3690: loss 0.6232, time 4.26ms, mfu 38.59%
iter 3700: loss 0.6417, time 4.44ms, mfu 38.68%
iter 3710: loss 0.6447, time 4.37ms, mfu 38.83%
iter 3720: loss 0.6452, time 4.25ms, mfu 39.07%
iter 3730: loss 0.6238, time 4.53ms, mfu 39.03%
iter 3740: loss 0.6185, time 4.32ms, mfu 39.19%
step 3750: train loss 0.6269, val loss 0.6271
saving checkpoint to out-experiment3_heads-n_head_16
iter 3750: loss 0.6132, time 1845.89ms, mfu 35.28%
iter 3760: loss 0.6104, time 4.61ms, mfu 35.55%
iter 3770: loss 0.6438, time 4.73ms, mfu 35.70%
iter 3780: loss 0.6354, time 4.69ms, mfu 35.88%
iter 3790: loss 0.6253, time 4.32ms, mfu 36.35%
iter 3800: loss 0.6240, time 4.72ms, mfu 36.43%
iter 3810: loss 0.6408, time 4.66ms, mfu 36.55%
iter 3820: loss 0.6555, time 4.56ms, mfu 36.74%
iter 3830: loss 0.6422, time 4.54ms, mfu 36.93%
iter 3840: loss 0.6257, time 4.59ms, mfu 37.05%
iter 3850: loss 0.6282, time 4.36ms, mfu 37.38%
iter 3860: loss 0.6165, time 4.29ms, mfu 37.72%
iter 3870: loss 0.6141, time 4.71ms, mfu 37.67%
iter 3880: loss 0.6127, time 4.48ms, mfu 37.82%
iter 3890: loss 0.6143, time 4.30ms, mfu 38.12%
iter 3900: loss 0.6196, time 4.44ms, mfu 38.25%
iter 3910: loss 0.6206, time 4.36ms, mfu 38.45%
iter 3920: loss 0.5987, time 4.30ms, mfu 38.68%
iter 3930: loss 0.6310, time 4.37ms, mfu 38.83%
iter 3940: loss 0.6137, time 4.28ms, mfu 39.04%
iter 3950: loss 0.6359, time 4.38ms, mfu 39.14%
iter 3960: loss 0.6059, time 4.41ms, mfu 39.21%
iter 3970: loss 0.6166, time 4.35ms, mfu 39.32%
iter 3980: loss 0.6217, time 4.59ms, mfu 39.21%
iter 3990: loss 0.5874, time 4.52ms, mfu 39.17%
step 4000: train loss 0.6190, val loss 0.6200
